"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value"
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","GTM","Guatemala","2006","2006",23.2
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","GTM","Guatemala","2007","2007",31.2
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","GTM","Guatemala","2008","2008",31.6
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","GTM","Guatemala","2009","2009",36.3
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","GTM","Guatemala","2010","2010",44.2
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","GTM","Guatemala","2011","2011",46.1
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","GTM","Guatemala","2012","2012",43.6
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","IND","India","1998","1998",12.2
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","IND","India","2000","2000",13.9
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","IND","India","2005","2005",16.5
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","IND","India","2010","2010",15
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","IRQ","Iraq","2007","2007",37.9
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","IRQ","Iraq","2008","2008",37.9
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","IRQ","Iraq","2009","2009",38.2
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","IRQ","Iraq","2010","2010",37.7
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","IRQ","Iraq","2011","2011",37.2
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","KWT","Kuwait","2007","2007",33.4
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","KWT","Kuwait","2008","2008",38.8
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","KWT","Kuwait","2009","2009",39.1
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","KWT","Kuwait","2010","2010",38.6
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","KWT","Kuwait","2011","2011",40.7
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","KWT","Kuwait","2012","2012",40.1
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LVA","Latvia","1996","1996",50.9
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LVA","Latvia","1997","1997",48.1
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LVA","Latvia","1998","1998",49.6
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LVA","Latvia","1999","1999",51.4
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LVA","Latvia","2000","2000",51.4
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LVA","Latvia","2001","2001",56.6
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LVA","Latvia","2002","2002",55.3
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LVA","Latvia","2003","2003",56
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LVA","Latvia","2004","2004",56.5
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LVA","Latvia","2005","2005",50.8
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LVA","Latvia","2006","2006",49.9
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LVA","Latvia","2007","2007",53.6
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LVA","Latvia","2008","2008",53
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LVA","Latvia","2009","2009",51.7
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LVA","Latvia","2010","2010",47.9
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LVA","Latvia","2011","2011",52.9
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LVA","Latvia","2012","2012",53.7
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LSO","Lesotho","2002","2002",38.9
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LSO","Lesotho","2003","2003",50
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LSO","Lesotho","2004","2004",50
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LSO","Lesotho","2009","2009",40.2
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LSO","Lesotho","2011","2011",33.6
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LTU","Lithuania","2000","2000",49
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LTU","Lithuania","2001","2001",53.4
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LTU","Lithuania","2002","2002",53.5
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LTU","Lithuania","2003","2003",53.8
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LTU","Lithuania","2004","2004",52.4
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LTU","Lithuania","2005","2005",53.9
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LTU","Lithuania","2006","2006",53.9
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LTU","Lithuania","2007","2007",53.4
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LTU","Lithuania","2008","2008",54.5
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LTU","Lithuania","2009","2009",54.8
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LTU","Lithuania","2010","2010",53.1
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LTU","Lithuania","2011","2011",51.9
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LTU","Lithuania","2012","2012",52.9
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MKD","The former Yugoslav Republic of Macedonia","1997","1997",47.5
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MKD","The former Yugoslav Republic of Macedonia","1998","1998",48.8
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MKD","The former Yugoslav Republic of Macedonia","1999","1999",48.8
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MKD","The former Yugoslav Republic of Macedonia","2000","2000",50.3
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MKD","The former Yugoslav Republic of Macedonia","2001","2001",50.1
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MKD","The former Yugoslav Republic of Macedonia","2002","2002",50.6
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MKD","The former Yugoslav Republic of Macedonia","2003","2003",51.2
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MKD","The former Yugoslav Republic of Macedonia","2004","2004",51.8
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MKD","The former Yugoslav Republic of Macedonia","2005","2005",52.3
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MKD","The former Yugoslav Republic of Macedonia","2006","2006",52.2
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MKD","The former Yugoslav Republic of Macedonia","2007","2007",53.6
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MKD","The former Yugoslav Republic of Macedonia","2008","2008",54.9
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MKD","The former Yugoslav Republic of Macedonia","2009","2009",55.2
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MKD","The former Yugoslav Republic of Macedonia","2010","2010",57.9
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MKD","The former Yugoslav Republic of Macedonia","2011","2011",58.1
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MKD","The former Yugoslav Republic of Macedonia","2012","2012",57.3
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MKD","The former Yugoslav Republic of Macedonia","2013","2013",51.7
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MDG","Madagascar","2001","2001",32
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MDG","Madagascar","2002","2002",31.9
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MDG","Madagascar","2003","2003",31.4
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MDG","Madagascar","2004","2004",40
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MDG","Madagascar","2005","2005",31.2
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MDG","Madagascar","2006","2006",31.8
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MDG","Madagascar","2007","2007",32
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MDG","Madagascar","2008","2008",31.4
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MDG","Madagascar","2009","2009",31.3
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MDG","Madagascar","2010","2010",35.6
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MDG","Madagascar","2011","2011",35.8
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MYS","Malaysia","1998","1998",27.6
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MYS","Malaysia","2000","2000",30.4
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MYS","Malaysia","2002","2002",33.2
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MYS","Malaysia","2004","2004",36.2
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MYS","Malaysia","2006","2006",38.1
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MYS","Malaysia","2008","2008",39.5
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MYS","Malaysia","2009","2009",46.6
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MYS","Malaysia","2010","2010",45.1
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MYS","Malaysia","2011","2011",45
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MYS","Malaysia","2012","2012",45.8
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MLT","Malta","2004","2004",26.5
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MLT","Malta","2005","2005",25
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MLT","Malta","2006","2006",25.3
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MLT","Malta","2007","2007",23.8
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MLT","Malta","2008","2008",25.9
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MLT","Malta","2009","2009",26.3
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MLT","Malta","2010","2010",24.9
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MLT","Malta","2011","2011",24.4
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MLT","Malta","2012","2012",26.8
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MDA","Republic of Moldova","2008","2008",50.3
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MDA","Republic of Moldova","2009","2009",52.5
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MDA","Republic of Moldova","2010","2010",51.7
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MDA","Republic of Moldova","2011","2011",52.3
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MDA","Republic of Moldova","2012","2012",52.2
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MDA","Republic of Moldova","2013","2013",51.7
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MCO","Monaco","2004","2004",50
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MCO","Monaco","2005","2005",55.6
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MAR","Morocco","2006","2006",29.4
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MAR","Morocco","2007","2007",29.9
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MAR","Morocco","2008","2008",28.6
